,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
3905,50,blue-collar,4979,no,no,telephone,apr,1,-1,other,married,primary,no,6,180,0,1
2242,54,management,602,no,no,cellular,jul,2,-1,other,single,secondary,no,30,101,0,0
4062,45,admin,205,no,no,cellular,may,1,90,success,married,secondary,no,4,552,2,1
1162,50,unemployed,1088,no,no,cellular,feb,1,-1,other,divorced,unknown,no,2,749,0,1
1660,27,admin,454,no,yes,cellular,jul,2,-1,other,single,secondary,no,15,331,0,0
7249,58,unemployed,4048,no,yes,cellular,jul,5,-1,other,married,tertiary,no,15,270,0,0
3213,55,unemployed,357,yes,no,cellular,apr,1,-1,other,married,tertiary,no,30,878,0,0
6821,30,management,8089,yes,no,cellular,mar,2,294,failure,married,tertiary,no,18,232,2,1
4524,31,management,81,yes,no,cellular,oct,2,-1,other,married,tertiary,no,29,164,0,1
2849,53,admin,223,yes,yes,cellular,jul,1,-1,other,divorced,secondary,no,22,534,0,0
2264,39,services,324,yes,no,cellular,may,2,312,failure,married,primary,no,8,340,4,0
7536,51,management,0,no,no,unknown,jun,1,-1,other,married,tertiary,no,7,302,0,1
6944,28,services,340,yes,no,cellular,jul,2,-1,other,single,secondary,no,24,821,0,1
4678,33,self-employed,454,no,yes,cellular,nov,1,-1,other,divorced,tertiary,no,18,134,0,0
350,49,services,1830,yes,no,cellular,aug,1,179,success,married,primary,no,13,261,1,1
1950,51,blue-collar,129,yes,no,cellular,may,2,-1,other,married,primary,no,15,611,0,1
653,31,unemployed,167,no,no,cellular,nov,1,-1,other,single,unknown,no,20,316,0,0
7577,33,entrepreneur,3140,yes,yes,cellular,nov,5,-1,other,married,secondary,no,21,7,0,0
1748,44,blue-collar,0,yes,no,cellular,jul,2,-1,other,married,primary,no,30,83,0,0
291,42,admin,-249,yes,no,cellular,jul,3,-1,other,divorced,secondary,no,14,149,0,0
6841,36,technician,2511,yes,no,cellular,apr,5,-1,other,single,secondary,no,16,700,0,1
5906,51,services,3413,no,no,cellular,aug,7,-1,other,married,unknown,no,27,146,0,0
2512,30,services,1824,yes,no,cellular,jul,2,-1,other,single,secondary,no,21,153,0,0
7731,32,technician,253,yes,no,cellular,nov,1,170,failure,married,secondary,no,21,76,3,0
7549,60,management,474,no,no,cellular,aug,5,186,other,married,tertiary,no,31,415,3,1
2888,32,blue-collar,180,yes,no,cellular,may,1,-1,other,single,primary,no,13,804,0,0
488,53,management,37,no,no,cellular,aug,9,-1,other,married,tertiary,no,28,51,0,0
5239,35,technician,399,yes,no,cellular,may,2,345,failure,single,secondary,no,13,496,3,1
58,44,management,0,yes,no,unknown,may,1,-1,other,married,tertiary,no,28,260,0,0
566,33,services,0,yes,no,cellular,may,2,-1,other,married,primary,no,7,227,0,0
5444,36,admin,994,no,no,cellular,may,1,90,success,single,tertiary,no,6,211,6,1
7789,26,blue-collar,78,no,no,telephone,jan,1,-1,other,single,secondary,no,28,43,0,0
7489,31,management,-365,yes,no,unknown,may,6,-1,other,single,tertiary,yes,30,319,0,0
4215,31,management,1619,no,no,cellular,apr,2,-1,other,single,tertiary,no,30,327,0,1
7440,41,blue-collar,203,no,no,cellular,jul,2,-1,other,married,secondary,no,2,342,0,1
361,30,blue-collar,228,no,no,cellular,feb,1,365,failure,single,secondary,no,5,232,1,0
2952,34,admin,88,yes,no,unknown,may,2,-1,other,single,secondary,no,27,169,0,0
3728,25,services,162,yes,no,cellular,sep,2,-1,other,single,secondary,no,1,531,0,1
7057,55,technician,240,yes,no,cellular,aug,3,277,success,married,unknown,no,2,108,1,1
6970,30,management,6432,yes,no,cellular,nov,2,119,other,married,tertiary,no,21,206,3,0
6673,37,blue-collar,0,yes,no,unknown,may,1,-1,other,married,primary,no,26,24,0,0
3655,41,blue-collar,285,yes,no,cellular,apr,2,-1,other,divorced,primary,no,20,1272,0,1
5027,54,unemployed,895,no,no,cellular,oct,1,-1,other,married,unknown,no,7,335,0,1
5540,59,unemployed,3648,no,no,telephone,jun,3,-1,other,married,primary,no,19,1321,0,1
4680,46,entrepreneur,122,no,no,cellular,feb,2,1,failure,married,secondary,no,6,1047,7,0
6756,46,self-employed,706,no,no,cellular,may,1,386,failure,married,secondary,no,21,588,3,1
6576,59,management,258,yes,no,telephone,oct,1,-1,other,divorced,tertiary,no,29,266,0,1
7396,33,management,8514,no,no,cellular,aug,1,-1,other,single,tertiary,no,20,131,0,0
6913,57,technician,254,no,no,cellular,oct,1,-1,other,married,secondary,no,27,207,0,1
6058,56,management,0,no,yes,unknown,jun,1,-1,other,married,tertiary,no,20,422,0,1
6328,67,unemployed,1746,no,no,cellular,aug,1,-1,other,divorced,primary,no,5,134,0,0
2312,26,services,209,yes,no,cellular,jul,2,-1,other,single,secondary,no,22,319,0,0
5864,47,technician,2283,yes,no,cellular,nov,2,-1,other,married,secondary,no,21,170,0,0
6209,36,blue-collar,17,yes,no,cellular,jul,1,-1,other,divorced,primary,no,16,329,0,0
590,30,management,398,no,no,cellular,apr,2,-1,other,single,tertiary,no,24,235,0,1
7250,80,unemployed,668,no,no,telephone,jul,1,371,success,married,secondary,no,8,250,1,1
7277,36,admin,162,yes,yes,cellular,apr,2,-1,other,married,secondary,no,20,340,0,0
116,37,services,1,no,no,unknown,may,2,-1,other,married,secondary,no,15,395,0,0
7179,49,admin,197,yes,no,cellular,apr,1,182,failure,married,secondary,no,13,223,2,1
1275,39,blue-collar,597,no,no,cellular,jul,6,-1,other,married,tertiary,no,16,686,0,1
696,35,entrepreneur,1859,yes,no,cellular,jul,2,-1,other,married,tertiary,no,14,227,0,0
5079,31,management,877,no,no,cellular,sep,1,92,success,married,tertiary,no,9,209,8,1
2465,34,services,2929,no,no,cellular,aug,2,-1,other,married,primary,no,14,518,0,1
1139,35,admin,76,no,yes,unknown,jun,1,-1,other,married,secondary,yes,17,107,0,0
4489,52,technician,876,no,no,cellular,may,3,-1,other,married,tertiary,no,4,601,0,1
69,65,unemployed,1948,no,no,cellular,feb,2,-1,other,married,tertiary,no,2,102,0,0
6943,35,admin,321,no,no,cellular,jul,1,412,other,single,secondary,no,21,143,3,1
1585,30,technician,2567,no,no,cellular,jun,4,-1,other,single,secondary,no,18,813,0,1
4117,32,blue-collar,254,yes,no,cellular,nov,3,-1,other,married,secondary,no,19,1720,0,1
2780,39,technician,18508,no,no,cellular,nov,4,-1,other,single,secondary,no,20,1598,0,1
6335,59,unemployed,0,no,no,unknown,jun,1,-1,other,married,secondary,no,5,812,0,1
2435,33,blue-collar,870,no,yes,cellular,jul,3,-1,other,married,tertiary,no,8,545,0,0
5127,34,management,500,yes,no,unknown,may,1,-1,other,divorced,tertiary,no,29,399,0,0
4821,47,blue-collar,1230,yes,no,telephone,nov,1,-1,other,married,secondary,no,12,378,0,1
7016,33,technician,179,yes,no,cellular,nov,2,181,other,single,tertiary,no,18,432,4,0
2296,33,admin,640,no,no,cellular,jul,1,-1,other,married,tertiary,no,24,318,0,0
5855,27,admin,3415,no,no,cellular,oct,3,184,success,married,secondary,no,9,266,1,1
1460,46,services,0,no,no,unknown,jun,3,-1,other,divorced,secondary,no,20,1023,0,1
3725,53,technician,629,yes,no,cellular,may,1,-1,other,divorced,unknown,no,8,298,0,0
2259,24,admin,1052,no,no,cellular,apr,1,-1,other,single,secondary,no,30,354,0,1
6660,39,blue-collar,621,yes,no,cellular,apr,5,-1,other,married,unknown,no,20,1333,0,1
2030,28,management,502,no,no,cellular,jun,2,-1,other,single,tertiary,no,16,136,0,1
6445,52,entrepreneur,1306,no,no,cellular,jun,1,-1,other,married,secondary,no,15,288,0,1
1316,37,management,5016,no,no,cellular,aug,1,-1,other,married,tertiary,no,8,119,0,0
3085,48,management,700,yes,no,cellular,aug,2,-1,other,divorced,tertiary,no,29,488,0,0
7542,30,services,5,no,yes,cellular,jul,5,-1,other,married,secondary,no,10,829,0,1
3290,64,unemployed,380,no,no,cellular,aug,1,-1,other,married,tertiary,no,25,479,0,1
7703,46,self-employed,3262,no,no,cellular,aug,8,-1,other,married,primary,no,14,77,0,0
2103,56,technician,2847,no,no,cellular,apr,1,-1,other,married,secondary,no,8,327,0,1
251,46,technician,1590,yes,no,cellular,jul,2,-1,other,married,secondary,no,15,59,0,0
594,47,blue-collar,209,no,no,cellular,aug,6,-1,other,married,primary,no,27,77,0,0
5590,47,management,372,no,no,cellular,jun,1,-1,other,single,tertiary,no,15,257,0,1
1651,41,blue-collar,196,yes,no,unknown,may,1,-1,other,married,secondary,no,13,488,0,0
1904,33,services,7,yes,no,unknown,may,1,-1,other,married,secondary,no,20,217,0,0
3303,48,entrepreneur,0,no,yes,cellular,jul,2,-1,other,married,secondary,no,28,431,0,1
2194,44,self-employed,163,yes,no,cellular,aug,1,100,success,married,unknown,no,12,44,3,0
2890,39,admin,83,yes,no,cellular,jul,6,-1,other,divorced,secondary,no,30,69,0,0
3706,33,management,22867,yes,no,cellular,aug,1,440,failure,married,tertiary,no,10,73,2,0
6470,38,technician,226,yes,no,unknown,may,3,-1,other,married,secondary,no,30,762,0,1
3260,28,self-employed,160,no,no,unknown,nov,1,-1,other,single,tertiary,no,11,158,0,1
7086,60,technician,259,no,no,cellular,jul,1,386,success,married,secondary,no,6,396,2,1
6308,33,management,0,no,no,cellular,aug,4,-1,other,single,tertiary,no,27,191,0,0
2679,31,admin,355,yes,no,cellular,may,1,-1,other,single,tertiary,no,12,609,0,1
5567,38,services,70,no,no,cellular,jun,1,-1,other,divorced,secondary,no,1,263,0,1
6485,38,technician,940,no,no,cellular,aug,7,-1,other,married,tertiary,no,12,191,0,0
7431,44,services,5781,yes,yes,cellular,may,1,-1,other,married,secondary,no,15,195,0,0
4606,49,blue-collar,1946,no,no,cellular,oct,1,95,success,married,secondary,no,19,192,1,1
2288,21,unemployed,137,yes,no,unknown,may,3,-1,other,single,unknown,no,12,198,0,0
2873,49,services,1830,yes,no,cellular,feb,1,-1,other,married,primary,no,15,136,0,1
6183,34,blue-collar,405,yes,no,unknown,may,1,-1,other,married,secondary,no,21,103,0,0
6411,40,blue-collar,2158,no,no,cellular,jul,1,-1,other,married,secondary,no,10,277,0,0
7660,34,management,13,yes,no,cellular,jul,3,-1,other,married,tertiary,no,30,99,0,0
1021,36,management,254,no,no,cellular,feb,2,-1,other,married,tertiary,no,3,303,0,1
7495,59,management,782,no,yes,cellular,aug,2,-1,other,married,tertiary,yes,13,127,0,0
7797,47,management,159,no,no,telephone,oct,3,155,other,single,tertiary,no,29,220,3,1
5111,42,technician,49,no,no,cellular,feb,10,-1,other,single,secondary,no,9,7,0,0
3033,24,unemployed,23878,no,no,cellular,may,1,97,success,single,secondary,no,26,133,1,1
6909,57,entrepreneur,975,yes,yes,cellular,jul,4,-1,other,married,unknown,no,22,236,0,0
611,46,blue-collar,709,yes,no,cellular,jul,4,-1,other,divorced,secondary,no,18,100,0,0
2549,24,blue-collar,174,yes,yes,cellular,may,1,-1,other,single,secondary,no,18,487,0,1
6131,32,management,607,yes,no,unknown,jun,5,-1,other,married,tertiary,no,18,1060,0,1
1240,55,unemployed,0,no,no,cellular,may,1,370,success,divorced,tertiary,no,18,616,1,1
3716,47,technician,736,no,no,cellular,jul,2,-1,other,single,secondary,no,29,212,0,0
430,43,blue-collar,3064,yes,no,cellular,nov,2,-1,other,married,primary,no,20,2453,0,1
6746,38,admin,11303,no,no,cellular,dec,2,216,failure,married,secondary,no,28,473,2,1
4969,35,technician,3549,yes,no,cellular,aug,4,-1,other,divorced,secondary,no,13,250,0,0
5919,27,technician,1977,yes,no,cellular,may,1,-1,other,divorced,secondary,no,22,449,0,1
3252,32,management,312,no,no,cellular,may,2,98,success,single,tertiary,no,26,208,2,1
2752,57,technician,-1,no,no,unknown,may,2,-1,other,married,tertiary,no,14,850,0,1
3318,43,blue-collar,232,no,yes,cellular,may,1,-1,other,married,primary,no,15,45,0,0
4046,29,unemployed,7,no,no,cellular,may,1,179,failure,single,tertiary,no,6,51,1,0
224,33,management,2485,yes,no,cellular,nov,2,-1,other,single,tertiary,no,2,91,0,0
7373,33,management,0,no,no,cellular,aug,7,-1,other,single,tertiary,no,11,699,0,1
2003,41,technician,1631,yes,no,cellular,aug,2,-1,other,divorced,secondary,no,12,173,0,0
7482,36,technician,3158,yes,no,cellular,jun,2,-1,other,divorced,secondary,no,3,144,0,1
6419,39,services,70,no,no,cellular,jun,2,128,success,divorced,secondary,no,4,346,8,0
2880,46,entrepreneur,1920,no,no,cellular,aug,6,-1,other,married,tertiary,no,22,604,0,1
7297,49,management,5887,no,no,cellular,dec,3,185,success,married,tertiary,no,4,439,5,1
2414,55,admin,46,no,no,cellular,aug,4,-1,other,married,tertiary,no,29,59,0,0
4642,28,management,1825,no,no,cellular,mar,1,-1,other,single,tertiary,no,9,236,0,1
496,63,management,3115,no,no,cellular,nov,5,-1,other,married,tertiary,no,16,432,0,1
2856,30,admin,28,no,no,unknown,aug,1,-1,other,single,secondary,no,20,107,0,0
7569,34,services,-538,yes,no,unknown,may,1,-1,other,married,secondary,no,26,682,0,1
113,29,services,1008,yes,no,unknown,may,9,-1,other,single,secondary,no,23,426,0,0
7453,42,technician,-411,yes,no,cellular,jul,3,-1,other,single,tertiary,no,24,212,0,0
4955,36,management,532,yes,no,cellular,may,1,-1,other,married,tertiary,no,14,603,0,0
3087,31,management,59,yes,yes,cellular,may,2,363,failure,single,tertiary,no,6,1347,1,1
3875,53,management,2578,no,no,cellular,nov,4,107,failure,married,tertiary,no,19,299,2,0
6272,43,blue-collar,1311,yes,no,unknown,may,1,-1,other,married,secondary,no,14,746,0,0
7270,29,technician,273,no,no,cellular,feb,2,-1,other,married,secondary,no,4,2775,0,1
7185,36,management,-633,yes,no,cellular,jul,1,-1,other,married,tertiary,no,17,106,0,0
4613,39,blue-collar,1756,yes,no,cellular,apr,1,-1,other,married,secondary,no,3,939,0,1
2345,27,blue-collar,2486,yes,no,unknown,may,1,-1,other,single,secondary,no,29,733,0,1
3434,31,technician,-367,yes,no,cellular,jul,2,-1,other,married,secondary,yes,18,474,0,1
1138,30,technician,450,no,yes,cellular,jul,4,-1,other,married,secondary,no,14,72,0,0
2327,43,management,1429,yes,no,cellular,nov,1,198,other,married,tertiary,no,19,1015,2,1
840,57,services,0,yes,no,cellular,may,9,282,other,married,secondary,no,14,16,3,0
2603,27,unemployed,132,no,no,cellular,jul,1,-1,other,single,unknown,no,14,276,0,1
939,37,management,156,no,no,cellular,nov,3,-1,other,married,tertiary,no,19,366,0,1
3599,33,services,1117,no,no,cellular,jun,1,-1,other,divorced,secondary,no,2,417,0,1
86,60,unemployed,2060,no,no,cellular,jun,4,95,failure,married,secondary,no,29,135,4,0
4573,57,unemployed,0,yes,yes,unknown,may,1,-1,other,married,tertiary,no,28,648,0,1
659,50,blue-collar,4121,yes,yes,cellular,nov,1,-1,other,married,primary,no,20,177,0,0
7078,77,unemployed,0,no,no,cellular,aug,1,-1,other,married,tertiary,no,17,286,0,1
7386,35,blue-collar,262,no,no,cellular,sep,1,75,failure,married,secondary,no,15,331,6,1
1957,35,management,867,yes,no,cellular,nov,2,171,success,married,tertiary,no,20,298,3,0
1010,54,unemployed,1664,no,no,cellular,jun,3,-1,other,divorced,secondary,no,2,257,0,1
4723,44,blue-collar,2185,yes,no,unknown,may,1,-1,other,married,tertiary,no,16,698,0,0
2120,32,services,689,yes,yes,cellular,jun,3,-1,other,married,secondary,no,16,162,0,1
2680,51,unemployed,234,no,no,cellular,aug,1,-1,other,married,secondary,no,22,735,0,1
225,30,admin,255,no,no,cellular,jan,1,-1,other,single,secondary,no,27,143,0,1
1922,54,technician,0,no,no,cellular,nov,5,192,other,married,secondary,no,6,464,8,1
4042,40,blue-collar,830,yes,no,cellular,may,3,370,failure,married,primary,no,13,873,2,1
3633,52,blue-collar,117,no,yes,cellular,jul,2,-1,other,married,primary,no,24,164,0,0
4832,54,management,1134,yes,no,cellular,jul,3,-1,other,married,secondary,no,25,1330,0,1
4854,46,blue-collar,668,yes,no,unknown,may,2,-1,other,married,secondary,no,15,1263,0,1
6911,59,unemployed,0,no,no,cellular,jun,2,-1,other,married,primary,no,5,493,0,1
5558,53,management,1624,no,no,cellular,nov,3,97,success,married,tertiary,no,11,166,7,1
4317,44,technician,11016,no,no,unknown,jun,3,-1,other,married,secondary,no,9,252,0,0
5141,39,services,208,no,yes,cellular,feb,2,-1,other,married,secondary,no,9,122,0,0
6201,33,blue-collar,1387,no,no,cellular,feb,1,-1,other,single,secondary,no,5,185,0,0
4915,80,unemployed,155,no,no,telephone,dec,2,-1,other,married,primary,no,9,343,0,1
3377,45,self-employed,-497,yes,yes,cellular,may,1,176,failure,married,tertiary,no,15,217,1,0
7403,52,blue-collar,-191,yes,no,unknown,may,1,-1,other,divorced,primary,no,15,755,0,1
4695,30,blue-collar,2607,yes,no,unknown,may,10,-1,other,married,primary,no,28,158,0,0
3395,43,admin,729,yes,no,unknown,may,2,-1,other,divorced,secondary,no,30,668,0,0
1169,29,services,6,yes,no,unknown,may,2,-1,other,married,tertiary,no,28,143,0,0
4446,51,technician,0,no,no,cellular,may,2,66,success,married,tertiary,no,7,662,2,1
4609,48,blue-collar,5366,yes,no,unknown,may,3,-1,other,married,primary,no,21,248,0,0
4538,45,admin,205,no,no,cellular,feb,1,92,success,married,secondary,no,3,373,1,1
7518,31,technician,354,no,yes,cellular,aug,2,-1,other,single,secondary,no,22,186,0,0
5274,51,entrepreneur,606,yes,no,unknown,may,9,-1,other,married,unknown,no,28,560,0,1
4460,36,blue-collar,928,no,no,cellular,apr,3,-1,other,married,secondary,no,17,224,0,0
6011,48,management,0,yes,no,telephone,jul,2,-1,other,married,secondary,no,23,90,0,0
1092,53,management,3754,no,no,cellular,apr,1,278,failure,married,tertiary,no,22,307,2,1
2235,48,blue-collar,51,no,yes,telephone,jul,1,-1,other,married,primary,no,9,76,0,0
592,50,management,398,no,no,telephone,jul,5,-1,other,married,tertiary,no,30,1567,0,0
2929,48,admin,191,yes,no,cellular,feb,3,-1,other,married,secondary,no,5,238,0,0
2960,25,blue-collar,292,yes,yes,cellular,may,2,-1,other,single,primary,no,18,1027,0,1
871,40,management,1855,no,no,telephone,feb,6,-1,other,married,tertiary,no,8,78,0,1
4419,31,management,676,no,no,cellular,aug,1,-1,other,married,tertiary,no,7,1182,0,1
4572,73,unemployed,796,no,no,cellular,oct,1,182,failure,married,primary,no,23,427,2,1
2169,61,unemployed,86,no,no,cellular,jan,1,94,success,married,secondary,no,25,639,1,1
7628,40,management,294,yes,no,cellular,jul,5,-1,other,married,tertiary,no,23,97,0,0
1229,35,blue-collar,205,yes,yes,cellular,may,7,312,failure,married,secondary,no,15,1313,1,1
1087,22,unemployed,993,no,no,cellular,jul,3,93,other,single,tertiary,no,28,115,1,1
7648,24,technician,598,no,no,cellular,may,1,182,success,single,secondary,no,12,762,2,1
3467,55,blue-collar,11,no,no,unknown,jun,2,-1,other,married,primary,no,17,150,0,0
7466,36,blue-collar,3935,yes,yes,unknown,may,6,-1,other,married,secondary,no,27,220,0,0
1952,34,management,39,no,no,cellular,aug,1,-1,other,married,tertiary,no,13,160,0,0
7146,59,unemployed,0,no,no,cellular,aug,4,-1,other,married,unknown,no,25,213,0,0
5260,31,blue-collar,1125,no,yes,unknown,may,1,-1,other,divorced,secondary,no,15,548,0,0
7227,60,unemployed,0,yes,no,unknown,may,1,-1,other,married,secondary,no,15,229,0,0
3382,23,services,93,yes,no,cellular,may,3,-1,other,single,primary,no,18,70,0,0
587,50,management,313,no,no,telephone,oct,1,-1,other,married,primary,no,14,958,0,1
6450,30,unemployed,1159,no,no,cellular,aug,1,68,success,single,tertiary,no,12,95,1,0
6568,60,unemployed,1,no,no,cellular,feb,1,184,success,divorced,secondary,no,19,302,1,1
7199,38,admin,1487,no,no,unknown,jun,2,-1,other,married,primary,no,9,332,0,0
6605,39,management,1585,yes,no,cellular,jan,2,-1,other,married,secondary,no,30,82,0,0
1117,47,blue-collar,4157,no,no,unknown,jun,3,-1,other,married,primary,no,11,90,0,0
608,35,technician,196,yes,no,cellular,nov,1,-1,other,single,secondary,no,21,318,0,0
7328,32,self-employed,1815,no,no,telephone,aug,1,102,failure,single,tertiary,no,10,235,2,1
3639,43,technician,591,yes,no,cellular,aug,2,-1,other,married,tertiary,no,8,889,0,0
4743,47,blue-collar,4840,no,no,unknown,jun,1,-1,other,married,secondary,no,16,53,0,0
5651,26,unemployed,655,no,no,cellular,sep,1,-1,other,single,secondary,no,16,190,0,1
7561,60,blue-collar,5,no,no,cellular,oct,1,-1,other,married,primary,no,29,401,0,1
7527,40,entrepreneur,3585,no,no,cellular,sep,3,-1,other,married,tertiary,no,15,506,0,1
2683,49,blue-collar,-454,yes,no,cellular,may,1,-1,other,married,secondary,no,14,558,0,1
1732,36,technician,911,yes,yes,cellular,may,3,-1,other,married,tertiary,no,4,275,0,0
3016,26,services,1114,no,no,cellular,feb,2,-1,other,single,secondary,no,9,44,0,0
