,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
2534,65,unemployed,3195,no,no,telephone,mar,1,-1,other,1
6560,62,unemployed,1495,no,no,cellular,oct,1,57,success,1
2636,31,technician,26,no,yes,cellular,nov,1,127,other,1
3941,31,management,3,no,no,cellular,feb,2,-1,other,0
3564,47,management,12026,yes,no,telephone,oct,1,-1,other,1
6635,35,admin,304,no,no,cellular,mar,1,-1,other,1
3533,31,management,533,no,no,telephone,may,1,90,success,1
5322,41,technician,1104,no,no,unknown,jun,1,-1,other,0
5611,36,admin,746,yes,no,cellular,nov,3,-1,other,0
726,29,management,1808,no,no,cellular,jul,2,433,success,1
2505,37,admin,3913,yes,no,cellular,apr,1,-1,other,1
3183,40,management,4396,no,no,cellular,aug,3,-1,other,1
138,52,technician,0,no,yes,cellular,aug,1,-1,other,0
350,49,services,1830,yes,no,cellular,aug,1,179,success,1
474,46,management,2223,no,no,unknown,jun,3,-1,other,0
7158,56,services,450,no,no,unknown,jun,1,-1,other,0
5142,48,technician,67,yes,no,unknown,may,4,-1,other,0
1125,42,management,238,no,no,cellular,sep,1,-1,other,1
5072,35,blue-collar,105,yes,no,unknown,may,2,-1,other,0
5953,37,admin,796,yes,no,telephone,jan,3,-1,other,0
2870,30,technician,930,no,no,cellular,jul,1,-1,other,1
3165,30,technician,133,yes,no,cellular,jan,2,-1,other,0
1032,32,management,2458,yes,no,cellular,may,2,-1,other,0
6473,45,management,3643,no,no,cellular,nov,1,-1,other,0
6317,27,admin,16,yes,no,cellular,feb,3,-1,other,0
1176,33,management,334,no,no,cellular,nov,1,-1,other,0
6204,40,management,106,no,no,unknown,jun,2,-1,other,1
4604,50,admin,1575,no,no,cellular,nov,1,-1,other,0
6016,48,admin,4099,no,no,cellular,apr,2,-1,other,1
711,37,technician,247,no,no,cellular,aug,6,-1,other,1
493,26,management,6840,yes,no,unknown,may,2,-1,other,1
7429,42,technician,3082,no,no,cellular,sep,1,-1,other,1
2625,34,management,1058,yes,no,unknown,may,2,-1,other,1
2102,40,management,858,no,no,cellular,oct,2,-1,other,1
3617,46,services,-522,yes,no,cellular,jul,2,-1,other,0
1239,45,blue-collar,-443,yes,yes,cellular,apr,1,-1,other,1
1209,39,services,1951,yes,no,unknown,may,2,-1,other,0
964,49,management,322,no,no,cellular,aug,4,-1,other,0
5769,65,unemployed,493,no,no,cellular,oct,1,182,failure,0
356,39,management,0,no,no,cellular,aug,2,-1,other,0
4644,46,blue-collar,333,yes,no,cellular,jul,4,-1,other,0
2475,33,blue-collar,312,yes,no,unknown,jun,2,-1,other,0
5838,38,admin,3834,yes,no,cellular,apr,2,327,failure,0
5752,44,blue-collar,0,no,no,cellular,apr,1,-1,other,1
143,45,technician,0,yes,no,cellular,dec,1,-1,other,1
2547,50,self-employed,5312,no,no,cellular,jul,3,-1,other,0
4816,35,management,97,yes,no,unknown,may,4,-1,other,0
1164,41,entrepreneur,406,no,no,unknown,jun,1,-1,other,0
5294,34,admin,303,no,no,cellular,jun,3,126,failure,1
1751,39,self-employed,0,yes,no,unknown,may,2,-1,other,0
2542,58,unemployed,1625,no,no,cellular,feb,2,-1,other,1
5479,35,management,802,yes,no,cellular,may,2,-1,other,1
5096,46,technician,0,no,no,cellular,jan,2,-1,other,1
6161,38,self-employed,138,no,no,unknown,may,3,-1,other,0
2279,40,services,-116,yes,no,unknown,may,3,-1,other,0
4027,34,technician,1026,no,no,cellular,nov,1,100,failure,0
654,22,unemployed,64,no,no,cellular,jun,1,-1,other,0
1031,28,management,1086,yes,no,unknown,may,2,-1,other,0
3684,56,blue-collar,249,yes,no,unknown,may,2,-1,other,1
7053,28,unemployed,236,no,no,cellular,feb,3,-1,other,0
4011,39,technician,1587,yes,no,cellular,sep,2,98,success,1
4074,45,entrepreneur,488,yes,no,telephone,jul,11,-1,other,0
553,35,technician,2453,yes,no,cellular,aug,2,-1,other,0
2517,33,technician,1699,no,no,cellular,jan,1,83,success,1
2377,53,blue-collar,2656,yes,no,unknown,may,2,-1,other,1
3224,32,technician,390,yes,no,unknown,may,1,-1,other,0
7464,44,technician,275,no,no,cellular,nov,1,-1,other,1
6174,45,management,483,no,no,cellular,feb,2,265,other,1
6702,56,unemployed,5769,no,no,unknown,jun,3,-1,other,0
5423,42,entrepreneur,558,yes,no,cellular,may,2,-1,other,0
6112,37,self-employed,0,yes,no,cellular,jul,1,-1,other,0
7146,59,unemployed,0,no,no,cellular,aug,4,-1,other,0
1660,27,admin,454,no,yes,cellular,jul,2,-1,other,0
2693,47,technician,-9,no,no,cellular,aug,2,-1,other,0
7707,51,admin,726,yes,no,cellular,apr,8,-1,other,1
7074,39,entrepreneur,-172,yes,no,cellular,may,2,-1,other,1
7173,23,blue-collar,-213,no,no,unknown,may,2,-1,other,0
4417,61,management,997,no,no,cellular,mar,1,-1,other,1
4303,31,technician,1081,no,no,cellular,apr,5,261,failure,1
2842,36,management,925,no,no,cellular,dec,3,189,success,1
7699,33,management,2071,no,no,cellular,aug,2,-1,other,0
7614,25,unemployed,10,yes,no,cellular,jul,4,-1,other,1
2674,57,unemployed,9367,no,no,cellular,may,4,92,success,1
2390,46,blue-collar,1074,yes,no,cellular,may,2,-1,other,0
5627,38,management,715,yes,no,cellular,apr,1,132,failure,0
3524,29,management,293,yes,no,unknown,may,2,-1,other,0
5549,29,unemployed,1374,no,no,cellular,may,2,178,success,1
4729,31,admin,89,no,no,unknown,may,3,-1,other,0
3698,37,services,223,yes,no,unknown,may,1,-1,other,0
4177,49,blue-collar,-354,no,yes,cellular,jul,1,-1,other,0
3119,35,management,2885,no,no,cellular,aug,3,43,other,1
509,55,technician,1320,no,no,cellular,apr,2,-1,other,1
6440,31,technician,138,no,no,cellular,may,1,285,other,1
414,40,blue-collar,668,yes,no,cellular,apr,2,318,other,0
2799,57,self-employed,11494,no,no,cellular,nov,1,-1,other,0
531,34,blue-collar,808,yes,yes,cellular,jul,3,-1,other,0
4276,29,blue-collar,5,no,no,cellular,jun,1,-1,other,1
312,34,management,101,yes,no,cellular,aug,5,-1,other,0
3708,48,entrepreneur,-392,no,no,cellular,jul,4,-1,other,1
6441,34,admin,0,no,no,cellular,jul,1,183,success,1
5106,38,blue-collar,376,yes,no,unknown,may,1,-1,other,0
4106,31,blue-collar,761,no,no,telephone,nov,2,-1,other,1
4505,41,admin,683,no,yes,cellular,nov,1,-1,other,0
7178,30,admin,0,yes,no,cellular,feb,2,-1,other,1
6168,58,management,0,no,no,cellular,sep,2,-1,other,1
2927,34,blue-collar,1257,yes,no,unknown,may,7,-1,other,0
2034,35,management,0,no,no,cellular,aug,6,-1,other,0
4836,46,blue-collar,229,yes,no,cellular,apr,1,-1,other,0
1941,33,management,561,no,no,cellular,apr,1,-1,other,0
5263,42,technician,1689,yes,no,cellular,jul,2,-1,other,0
719,35,management,123,yes,no,unknown,may,3,-1,other,0
5729,36,blue-collar,2843,no,no,cellular,aug,1,-1,other,1
6147,34,blue-collar,1207,yes,no,unknown,may,1,-1,other,1
5597,42,blue-collar,1628,yes,no,cellular,jul,8,-1,other,1
7721,52,management,583,no,no,cellular,nov,1,91,failure,1
7579,40,management,143,no,no,cellular,aug,6,-1,other,0
7532,35,management,431,no,no,cellular,aug,2,397,failure,1
904,39,blue-collar,1170,no,no,unknown,jun,1,-1,other,0
207,33,technician,4790,yes,no,cellular,apr,1,272,failure,0
3736,52,admin,2398,yes,no,cellular,nov,1,-1,other,1
1636,38,management,179,no,no,unknown,aug,4,-1,other,1
3485,33,management,1120,no,no,cellular,aug,2,-1,other,1
690,35,technician,1693,yes,no,cellular,feb,1,-1,other,1
4899,34,blue-collar,3043,yes,yes,cellular,nov,1,-1,other,1
6387,50,management,453,no,yes,unknown,jul,1,-1,other,0
6601,23,unemployed,565,no,no,cellular,may,7,-1,other,0
4352,34,management,589,no,no,cellular,apr,2,-1,other,1
2201,28,self-employed,123,yes,no,unknown,may,1,-1,other,0
3106,49,technician,-74,yes,no,cellular,nov,1,-1,other,0
5606,32,management,10281,no,no,cellular,apr,1,-1,other,1
154,48,services,-276,yes,yes,cellular,may,1,-1,other,1
2223,40,blue-collar,-388,yes,no,cellular,may,3,340,failure,0
6912,24,admin,1141,yes,no,unknown,may,1,-1,other,0
1945,51,admin,2195,yes,no,unknown,may,1,-1,other,0
1097,31,services,2038,yes,no,unknown,may,1,-1,other,0
5465,26,services,199,no,no,cellular,jul,6,-1,other,0
5381,54,technician,827,no,yes,unknown,jun,2,-1,other,0
7231,58,unemployed,499,yes,yes,cellular,jan,1,-1,other,0
873,32,management,3387,yes,no,cellular,may,5,-1,other,1
3559,31,management,518,yes,no,cellular,may,1,-1,other,0
4292,35,management,109,no,yes,cellular,aug,2,-1,other,0
6495,20,unemployed,755,no,no,cellular,dec,1,-1,other,1
5499,50,blue-collar,888,no,yes,telephone,jul,3,-1,other,0
1192,26,services,12,no,no,cellular,jun,1,181,failure,1
1358,26,management,2786,no,no,cellular,jun,2,72,success,1
6443,28,entrepreneur,1734,yes,no,unknown,jun,3,-1,other,0
2322,28,technician,-123,no,yes,cellular,jul,1,-1,other,1
1053,67,management,405,no,no,cellular,nov,2,95,success,1
4203,47,services,0,yes,no,telephone,jul,1,-1,other,0
5451,56,unemployed,1770,no,no,cellular,feb,3,-1,other,0
3279,37,technician,980,no,no,cellular,aug,5,-1,other,1
1354,24,self-employed,931,yes,no,unknown,may,4,-1,other,0
332,41,entrepreneur,707,no,no,unknown,jun,1,-1,other,1
6084,47,admin,3696,no,no,cellular,jul,2,181,success,1
233,54,management,1303,no,no,cellular,feb,1,-1,other,1
956,26,technician,-119,no,yes,cellular,jul,5,-1,other,1
1686,37,technician,6101,no,no,cellular,may,5,87,success,0
7437,29,technician,2485,no,no,telephone,jul,6,-1,other,0
3587,35,blue-collar,-461,no,no,unknown,may,1,-1,other,0
2749,30,services,-366,yes,no,cellular,jul,1,-1,other,1
6439,38,services,1315,no,no,unknown,jun,12,-1,other,0
4155,27,unemployed,25,no,no,unknown,aug,1,-1,other,0
3343,31,management,156,no,no,cellular,aug,7,-1,other,1
2215,47,unemployed,1880,no,no,unknown,jun,2,-1,other,0
5821,46,blue-collar,460,yes,no,unknown,may,2,-1,other,1
4557,32,blue-collar,12198,yes,no,cellular,may,1,-1,other,1
6655,64,unemployed,588,no,no,cellular,mar,1,-1,other,1
5232,41,admin,0,yes,no,cellular,nov,2,-1,other,0
3653,23,blue-collar,105,yes,no,unknown,may,2,-1,other,0
6595,63,blue-collar,180,no,no,cellular,jul,2,182,success,1
5012,31,management,84,no,yes,unknown,jul,1,-1,other,0
6903,41,blue-collar,2039,yes,no,cellular,may,1,-1,other,1
2604,36,management,1027,yes,no,cellular,jun,1,-1,other,0
7090,43,blue-collar,1096,no,yes,unknown,may,1,-1,other,0
2060,34,technician,260,yes,no,cellular,apr,2,238,failure,0
729,39,management,633,no,no,cellular,nov,2,133,failure,0
2410,33,management,816,yes,no,cellular,oct,2,503,failure,1
871,40,management,1855,no,no,telephone,feb,6,-1,other,1
4214,41,unemployed,779,no,no,cellular,jul,10,-1,other,0
2665,26,management,1177,no,no,cellular,oct,1,-1,other,0
3700,39,technician,556,yes,no,unknown,may,1,-1,other,0
5637,30,technician,0,yes,no,cellular,jun,2,-1,other,1
354,27,blue-collar,1049,no,no,telephone,jan,3,-1,other,0
3184,62,blue-collar,272,no,no,cellular,aug,1,286,failure,1
255,28,self-employed,1579,no,no,cellular,jan,1,91,failure,1
361,30,blue-collar,228,no,no,cellular,feb,1,365,failure,0
6956,41,blue-collar,2689,yes,no,cellular,apr,1,-1,other,1
5636,49,technician,342,no,yes,cellular,nov,3,-1,other,0
5906,51,services,3413,no,no,cellular,aug,7,-1,other,0
3959,41,blue-collar,720,no,yes,cellular,jul,1,-1,other,1
3662,43,technician,1358,no,no,cellular,mar,3,-1,other,1
108,52,management,193,no,no,cellular,apr,1,269,failure,1
6167,45,admin,236,no,no,cellular,aug,2,-1,other,1
7584,40,management,1598,yes,yes,cellular,may,4,344,failure,1
6228,43,management,3518,no,no,cellular,jun,2,-1,other,1
6449,37,technician,1610,no,no,unknown,jun,2,-1,other,0
4380,39,technician,25,yes,no,cellular,dec,1,210,success,1
7275,33,self-employed,263,no,no,cellular,nov,4,94,failure,0
4501,36,management,219,no,no,cellular,feb,6,196,failure,0
2736,29,management,7832,yes,no,unknown,may,2,-1,other,0
2958,49,management,22520,no,no,cellular,nov,9,-1,other,1
6184,28,management,5474,no,no,cellular,jul,5,-1,other,1
4946,73,unemployed,542,no,no,telephone,apr,5,-1,other,0
5709,32,blue-collar,70,yes,no,unknown,may,6,-1,other,0
5139,53,management,2679,no,no,cellular,nov,3,-1,other,1
1104,26,admin,-326,yes,no,unknown,may,3,-1,other,0
3566,42,blue-collar,160,yes,yes,unknown,jun,1,-1,other,0
5395,37,management,21,no,no,cellular,aug,12,-1,other,0
383,70,unemployed,275,no,no,cellular,apr,1,-1,other,1
640,55,technician,462,no,no,cellular,aug,2,-1,other,0
7674,75,unemployed,2970,no,no,cellular,aug,1,-1,other,1
6010,27,blue-collar,484,yes,no,cellular,apr,2,-1,other,0
7415,37,management,1125,yes,no,unknown,jun,1,-1,other,0
2790,34,management,1007,yes,no,cellular,jul,2,-1,other,0
495,27,management,893,no,no,cellular,oct,2,-1,other,1
2045,34,technician,18777,yes,no,cellular,nov,1,-1,other,0
230,56,blue-collar,8,yes,no,unknown,may,2,-1,other,0
3392,53,services,104,no,yes,unknown,jun,1,-1,other,1
3356,33,services,-384,yes,no,cellular,jul,1,-1,other,0
4400,27,management,2489,no,no,cellular,jul,2,163,other,1
4733,41,blue-collar,246,no,no,unknown,jun,3,-1,other,1
3887,27,technician,2183,yes,yes,unknown,may,1,-1,other,1
1449,59,admin,2145,no,no,telephone,nov,2,-1,other,0
6374,37,management,255,no,no,cellular,feb,2,183,success,1
6083,71,unemployed,5584,no,no,cellular,aug,3,-1,other,1
3595,30,blue-collar,906,yes,yes,unknown,may,7,-1,other,0
4918,27,blue-collar,294,yes,yes,unknown,may,2,-1,other,1
4013,35,management,354,no,yes,cellular,feb,4,12,other,0
4035,37,blue-collar,1330,no,no,cellular,apr,1,-1,other,1
5304,36,services,38,no,no,unknown,jun,4,-1,other,0
6292,50,services,1134,no,no,unknown,jun,2,-1,other,0
6701,60,unemployed,194,no,yes,cellular,jul,5,-1,other,0
6051,30,services,803,no,no,cellular,apr,1,-1,other,0
4350,26,technician,1066,no,no,cellular,apr,1,-1,other,1
6341,31,admin,0,yes,no,cellular,may,2,295,failure,1
2936,30,unemployed,302,no,no,cellular,feb,3,-1,other,1
7755,28,management,-994,yes,yes,cellular,jul,2,-1,other,0
1,39,self-employed,-3058,yes,yes,cellular,apr,3,-1,other,1
3864,55,management,-207,no,no,cellular,feb,1,-1,other,0
3221,41,self-employed,0,yes,no,cellular,nov,1,-1,other,1
559,45,technician,0,no,no,cellular,aug,4,-1,other,1
1088,36,management,255,no,no,cellular,may,2,92,other,1
3955,45,technician,-25,no,yes,unknown,jul,3,-1,other,0
7443,32,technician,963,no,no,cellular,aug,13,-1,other,0
5860,42,services,115,yes,yes,cellular,apr,1,149,failure,0
150,38,management,104,yes,no,cellular,may,3,-1,other,1
5218,47,admin,3676,no,no,cellular,jul,2,342,other,1
6734,34,entrepreneur,714,yes,no,unknown,may,4,-1,other,0
4540,53,management,12,no,no,cellular,aug,10,-1,other,0
3520,25,admin,3730,yes,no,cellular,feb,1,-1,other,1
4524,31,management,81,yes,no,cellular,oct,2,-1,other,1
2334,37,management,1689,yes,no,unknown,may,2,-1,other,0
6217,38,management,623,no,no,cellular,jun,4,144,other,1
400,31,management,254,no,no,cellular,aug,8,-1,other,1
2318,41,blue-collar,140,yes,no,cellular,jan,2,-1,other,0
1767,37,technician,1435,no,no,cellular,aug,16,-1,other,1
5776,30,self-employed,578,yes,no,unknown,jun,4,-1,other,0
1596,35,blue-collar,520,yes,no,cellular,apr,1,-1,other,1
686,33,technician,3243,no,no,cellular,aug,4,-1,other,1
7474,29,technician,328,yes,yes,cellular,feb,1,-1,other,0
4099,32,technician,696,yes,no,unknown,jun,1,-1,other,1
2473,46,self-employed,21,no,no,cellular,jul,2,-1,other,1
1847,61,unemployed,8729,no,no,cellular,oct,1,-1,other,1
586,59,blue-collar,2605,no,no,cellular,jan,2,-1,other,0
4592,52,blue-collar,1624,no,no,unknown,jun,3,-1,other,0
5786,34,management,2159,no,no,unknown,feb,1,-1,other,1
5170,28,management,229,yes,no,cellular,apr,2,315,other,1
1193,52,blue-collar,955,no,yes,cellular,jun,2,134,success,1
5576,31,services,900,yes,no,cellular,apr,2,140,failure,0
7230,55,management,797,no,no,cellular,jul,2,-1,other,0
3491,60,unemployed,1542,yes,no,unknown,may,1,-1,other,1
2061,42,unemployed,0,yes,no,unknown,may,2,-1,other,0
1554,39,technician,1355,yes,no,cellular,may,1,-1,other,1
3929,77,unemployed,7802,no,no,telephone,feb,2,-1,other,1
3319,32,blue-collar,567,yes,no,cellular,may,2,342,other,0
1408,57,unemployed,-12,no,yes,cellular,aug,8,-1,other,0
1877,36,management,992,no,no,unknown,jun,1,-1,other,0
2259,24,admin,1052,no,no,cellular,apr,1,-1,other,1
5784,52,unemployed,230,no,no,cellular,dec,2,-1,other,1
5390,32,admin,-1,no,no,cellular,jul,2,-1,other,0
64,57,unemployed,1269,no,no,cellular,aug,1,-1,other,1
5156,43,management,1304,no,no,cellular,aug,2,-1,other,1
1727,84,unemployed,639,no,no,telephone,may,3,-1,other,1
6469,30,technician,9645,no,yes,cellular,aug,10,-1,other,0
1475,34,technician,179,no,no,cellular,aug,3,-1,other,0
7011,40,management,158,no,no,telephone,apr,2,-1,other,1
3153,35,management,916,yes,no,cellular,may,2,-1,other,1
5477,59,management,2769,yes,no,cellular,nov,1,131,failure,0
1069,29,management,1441,yes,no,cellular,feb,2,-1,other,1
6866,50,admin,706,yes,no,cellular,aug,4,-1,other,1
6894,27,unemployed,279,no,no,cellular,oct,1,-1,other,1
1535,36,management,1841,yes,no,cellular,aug,4,-1,other,0
1243,23,blue-collar,780,yes,no,cellular,may,1,-1,other,1
5036,38,technician,-1,no,no,cellular,aug,4,-1,other,0
6474,42,admin,437,yes,no,cellular,aug,3,190,failure,0
2598,56,services,654,no,no,cellular,sep,1,-1,other,1
4290,26,blue-collar,941,no,no,cellular,jan,1,-1,other,1
7084,51,blue-collar,2095,yes,yes,cellular,feb,4,-1,other,0
3321,43,management,483,no,no,cellular,aug,6,-1,other,1
7589,39,technician,834,yes,yes,cellular,apr,1,-1,other,0
4157,51,entrepreneur,1443,no,no,cellular,feb,10,-1,other,1
1361,57,technician,1753,yes,no,cellular,may,1,-1,other,0
1728,31,technician,-360,yes,no,unknown,may,2,-1,other,0
3860,40,technician,0,yes,yes,cellular,jul,2,172,failure,0
1079,23,admin,314,no,yes,cellular,apr,4,-1,other,1
779,53,blue-collar,1777,yes,no,cellular,nov,5,154,failure,1
6158,58,blue-collar,381,no,no,cellular,nov,4,-1,other,0
4478,43,technician,2643,no,no,telephone,may,5,-1,other,1
3841,36,admin,1031,no,no,cellular,jun,4,-1,other,1
2933,52,management,173,no,no,unknown,may,5,-1,other,0
4700,38,unemployed,804,no,no,cellular,jun,1,-1,other,1
2498,34,services,0,no,no,cellular,aug,1,84,failure,1
363,46,technician,111,yes,no,cellular,nov,3,183,other,0
909,49,blue-collar,-98,yes,no,cellular,nov,2,-1,other,0
6744,30,management,-181,yes,no,cellular,nov,2,-1,other,0
1783,54,management,1464,no,no,cellular,jun,1,-1,other,1
2745,33,management,131,yes,no,cellular,oct,3,427,failure,1
1380,59,services,2965,yes,no,cellular,may,3,-1,other,1
632,29,blue-collar,455,no,no,telephone,apr,1,-1,other,1
5677,37,management,427,yes,no,unknown,may,1,-1,other,0
3092,41,entrepreneur,187,no,yes,cellular,jul,1,-1,other,0
7182,31,technician,23,no,no,cellular,aug,3,-1,other,0
4390,33,technician,180,no,no,cellular,aug,1,435,failure,1
374,19,unemployed,779,no,no,cellular,apr,4,-1,other,1
6927,44,services,0,yes,no,unknown,may,1,-1,other,0
706,55,management,446,no,no,cellular,feb,1,-1,other,0
3059,60,self-employed,0,no,no,unknown,jun,1,-1,other,0
2501,42,blue-collar,1461,yes,no,cellular,may,2,170,failure,1
6716,39,unemployed,2245,no,no,cellular,nov,2,-1,other,1
2118,42,services,83,no,no,cellular,may,5,358,failure,0
6335,59,unemployed,0,no,no,unknown,jun,1,-1,other,1
6858,44,management,-411,yes,no,unknown,jun,4,-1,other,1
2519,32,blue-collar,118,yes,no,cellular,jul,1,-1,other,1
7378,42,technician,-805,no,no,cellular,aug,6,-1,other,0
4913,40,management,9366,no,no,cellular,nov,3,-1,other,1
655,55,management,86,no,no,telephone,jun,1,-1,other,0
1733,44,technician,135,yes,no,cellular,may,3,-1,other,0
7000,42,admin,4253,yes,no,cellular,may,1,-1,other,0
3870,74,unemployed,1843,no,no,cellular,sep,2,184,success,1
7710,33,admin,69,no,yes,cellular,may,2,-1,other,0
7671,35,technician,-180,no,yes,cellular,aug,2,-1,other,1
2274,60,admin,478,no,no,cellular,jul,2,311,failure,1
439,51,entrepreneur,83,no,no,cellular,apr,2,-1,other,1
3155,29,self-employed,970,yes,no,cellular,may,1,-1,other,0
6038,43,unemployed,210,yes,no,unknown,may,5,-1,other,0
2890,39,admin,83,yes,no,cellular,jul,6,-1,other,0
2557,34,technician,8,yes,no,cellular,may,2,-1,other,0
5522,35,blue-collar,-701,yes,yes,cellular,may,3,-1,other,0
6478,32,management,2018,no,no,cellular,aug,1,-1,other,1
1001,36,services,4324,yes,no,cellular,jul,4,-1,other,0
5870,26,technician,15161,no,no,cellular,feb,1,-1,other,1
5042,40,admin,4775,no,no,cellular,sep,1,-1,other,1
3901,44,technician,1901,no,no,cellular,aug,2,-1,other,0
170,45,management,1199,no,no,telephone,feb,2,-1,other,0
4388,32,services,315,no,no,cellular,aug,1,-1,other,0
2197,37,technician,0,yes,no,cellular,apr,4,149,other,0
7006,32,technician,654,yes,no,cellular,may,4,-1,other,1
4852,32,management,282,no,no,cellular,aug,2,-1,other,0
863,47,management,0,no,no,cellular,oct,1,-1,other,1
523,56,management,2037,no,no,cellular,aug,1,91,failure,1
6602,53,management,583,no,no,cellular,nov,1,184,success,1
2285,43,management,5172,yes,no,unknown,may,3,-1,other,0
